Category,Death_Cases_Barisal,Death_Rate_Barisal,Confirmed_Cases_Barisal,Confirmed_Rate_Barisal,Death_Cases_CTG,Death_Rate_CTG,Confirmed_Cases_CTG,Confirmed_Rate_CTG,Death_Cases_DHK,Death_Rate_DHK,Confirmed_Cases_DHK,Confirmed_Rate_DHK,Death_Cases_Khulna,Death_Rate_Khulna,Confirmed_Cases_Khulna,Confirmed_Rate_Khulna,Death_Cases_Msingh,Death_Rate_Msingh,Confirmed_Cases_Msingh,Confirmed_Rate_Msingh,Death_Cases_Rajshahi,Death_Rate_Rajshahi,Confirmed_Cases_Rajshahi,Confirmed_Rate_Rajshahi,Death_Cases_Rangpur,Death_Rate_Rangpur,Confirmed_Cases_Rangpur,Confirmed_Rate_Rangpur,Death_Cases_sylhet,Death_Rate_sylhet,Confirmed_Cases_sylhet,Confirmed_Rate_sylhet
April-06,66,0.9,66,0.9,66,0.9,66,0.9,66,0.9,66,0.9,66,0.9,66,0.9,66,0.9,66.0,0.9,66,0.9,66,0.9,66,0.9,66.0,0.9,66,0.9,66,0.9
April-07,63,0.8,63,0.8,63,0.8,63,0.8,63,0.8,63,0.8,63,0.8,63,0.8,63,0.8,63.0,0.8,63,0.8,63,0.8,63,0.8,63.0,0.8,63,0.8,63,0.8
April-08,74,1.1,74,1.1,74,1.1,74,1.1,74,1.1,74,1.1,74,1.1,74,1.1,74,1.1,74.0,1.1,74,1.1,74,1.1,74,1.1,74.0,1.1,74,1.1,74,1.1
April-09,63,0.8,63,0.8,63,0.8,63,0.8,63,0.8,63,0.8,63,0.8,63,0.8,63,0.8,63.0,0.8,63,0.8,63,0.8,63,0.8,63.0,0.8,63,0.8,63,0.8
April-10,77,1.4,77,1.4,77,1.4,77,1.4,77,1.4,77,1.4,77,1.4,77,1.4,77,1.4,77.0,1.4,77,1.4,77,1.4,77,1.4,77.0,1.4,77,1.4,77,1.4
April-11,78,1.3,78,1.3,78,1.3,78,1.3,78,1.3,78,1.3,78,1.3,78,1.3,78,1.3,78.0,1.3,78,1.3,78,1.3,78,1.3,78.0,1.3,78,1.3,78,1.3
April-12,83,1.2,83,1.2,83,1.2,83,1.2,83,1.2,83,1.2,83,1.2,83,1.2,83,1.2,83.0,1.2,83,1.2,83,1.2,83,1.2,83.0,1.2,83,1.2,83,1.2
April-13,69,1.1,69,1.1,69,1.1,69,1.1,69,1.1,69,1.1,69,1.1,69,1.1,69,1.1,69.0,1.1,69,1.1,69,1.1,69,1.1,69.0,1.1,69,1.1,69,1.1
April-14,96,1.9,96,1.9,96,1.9,96,1.9,96,1.9,96,1.9,96,1.9,96,1.9,96,1.9,96.0,1.9,96,1.9,96,1.9,96,1.9,96.0,1.9,96,1.9,96,1.9
April-15,94,2.2,94,2.2,94,2.2,94,2.2,94,2.2,94,2.2,94,2.2,94,2.2,94,2.2,94.0,2.2,94,2.2,94,2.2,94,2.2,94.0,2.2,94,2.2,94,2.2
April-16,101,2.3,101,2.3,101,2.3,101,2.3,101,2.3,101,2.3,101,2.3,101,2.3,101,2.3,101.0,2.3,101,2.3,101,2.3,101,2.3,101.0,2.3,101,2.3,101,2.3
April-17,101,2.9,101,2.9,101,2.9,101,2.9,101,2.9,101,2.9,101,2.9,101,2.9,101,2.9,101.0,2.9,101,2.9,101,2.9,101,2.9,101.0,2.9,101,2.9,101,2.9
April-18,102,2.8,102,2.8,102,2.8,102,2.8,102,2.8,102,2.8,102,2.8,102,2.8,102,2.8,102.0,2.8,102,2.8,102,2.8,102,2.8,102.0,2.8,102,2.8,102,2.8
April-19,112,2.6,112,2.6,112,2.6,112,2.6,112,2.6,112,2.6,112,2.6,112,2.6,112,2.6,112.0,2.6,112,2.6,112,2.6,112,2.6,112.0,2.6,112,2.6,112,2.6
April-20,91,2.0,91,2.0,91,2.0,91,2.0,91,2.0,91,2.0,91,2.0,91,2.0,91,2.0,91.0,2.0,91,2.0,91,2.0,91,2.0,91.0,2.0,91,2.0,91,2.0
April-21,95,2.2,95,2.2,95,2.2,95,2.2,95,2.2,95,2.2,95,2.2,95,2.2,95,2.2,95.0,2.2,95,2.2,95,2.2,95,2.2,95.0,2.2,95,2.2,95,2.2
April-22,98,2.4,98,2.4,98,2.4,98,2.4,98,2.4,98,2.4,98,2.4,98,2.4,98,2.4,98.0,2.4,98,2.4,98,2.4,98,2.4,98.0,2.4,98,2.4,98,2.4
April-23,88,2.4,88,2.4,88,2.4,88,2.4,88,2.4,88,2.4,88,2.4,88,2.4,88,2.4,88.0,2.4,88,2.4,88,2.4,88,2.4,88.0,2.4,88,2.4,88,2.4
April-24,83,3.1,83,3.1,83,3.1,83,3.1,83,3.1,83,3.1,83,3.1,83,3.1,83,3.1,83.0,3.1,83,3.1,83,3.1,83,3.1,83.0,3.1,83,3.1,83,3.1
April-25,101,3.5,101,3.5,101,3.5,101,3.5,101,3.5,101,3.5,101,3.5,101,3.5,101,3.5,101.0,3.5,101,3.5,101,3.5,101,3.5,101.0,3.5,101,3.5,101,3.5
April-26,97,2.9,97,2.9,97,2.9,97,2.9,97,2.9,97,2.9,97,2.9,97,2.9,97,2.9,97.0,2.9,97,2.9,97,2.9,97,2.9,97.0,2.9,97,2.9,97,2.9
April-27,78,2.6,78,2.6,78,2.6,78,2.6,78,2.6,78,2.6,78,2.6,78,2.6,78,2.6,78.0,2.6,78,2.6,78,2.6,78,2.6,78.0,2.6,78,2.6,78,2.6
April-28,77,2.6,77,2.6,77,2.6,77,2.6,77,2.6,77,2.6,77,2.6,77,2.6,77,2.6,77.0,2.6,77,2.6,77,2.6,77,2.6,77.0,2.6,77,2.6,77,2.6
April-29,88,3.8,88,3.8,88,3.8,88,3.8,88,3.8,88,3.8,88,3.8,88,3.8,88,3.8,88.0,3.8,88,3.8,88,3.8,88,3.8,88.0,3.8,88,3.8,88,3.8
April-30,57,2.6,57,2.6,57,2.6,57,2.6,57,2.6,57,2.6,57,2.6,57,2.6,57,2.6,57.0,2.6,57,2.6,57,2.6,57,2.6,57.0,2.6,57,2.6,57,2.6
May-01,60,4.1,60,4.1,60,4.1,60,4.1,60,4.1,60,4.1,60,4.1,60,4.1,60,4.1,60.0,4.1,60,4.1,60,4.1,60,4.1,60.0,4.1,60,4.1,60,4.1
May-02,69,5.1,69,5.1,69,5.1,69,5.1,69,5.1,69,5.1,69,5.1,69,5.1,69,5.1,69.0,5.1,69,5.1,69,5.1,69,5.1,69.0,5.1,69,5.1,69,5.1
May-03,65,3.7,65,3.7,65,3.7,65,3.7,65,3.7,65,3.7,65,3.7,65,3.7,65,3.7,65.0,3.7,65,3.7,65,3.7,65,3.7,65.0,3.7,65,3.7,65,3.7
May-04,61,3.2,61,3.2,61,3.2,61,3.2,61,3.2,61,3.2,61,3.2,61,3.2,61,3.2,61.0,3.2,61,3.2,61,3.2,61,3.2,61.0,3.2,61,3.2,61,3.2
May-05,50,2.9,50,2.9,50,2.9,50,2.9,50,2.9,50,2.9,50,2.9,50,2.9,50,2.9,50.0,2.9,50,2.9,50,2.9,50,2.9,50.0,2.9,50,2.9,50,2.9
May-06,41,2.3,41,2.3,41,2.3,41,2.3,41,2.3,41,2.3,41,2.3,41,2.3,41,2.3,41.0,2.3,41,2.3,41,2.3,41,2.3,41.0,2.3,41,2.3,41,2.3
May-07,37,2.2,37,2.2,37,2.2,37,2.2,37,2.2,37,2.2,37,2.2,37,2.2,37,2.2,37.0,2.2,37,2.2,37,2.2,37,2.2,37.0,2.2,37,2.2,37,2.2
May-08,45,3.5,45,3.5,45,3.5,45,3.5,45,3.5,45,3.5,45,3.5,45,3.5,45,3.5,45.0,3.5,45,3.5,45,3.5,45,3.5,45.0,3.5,45,3.5,45,3.5
May-09,56,4.0,56,4.0,56,4.0,56,4.0,56,4.0,56,4.0,56,4.0,56,4.0,56,4.0,56.0,4.0,56,4.0,56,4.0,56,4.0,56.0,4.0,56,4.0,56,4.0
May-10,38,2.5,38,2.5,38,2.5,38,2.5,38,2.5,38,2.5,38,2.5,38,2.5,38,2.5,38.0,2.5,38,2.5,38,2.5,38,2.5,38.0,2.5,38,2.5,38,2.5
May-11,33,2.7,33,2.7,33,2.7,33,2.7,33,2.7,33,2.7,33,2.7,33,2.7,33,2.7,33.0,2.7,33,2.7,33,2.7,33,2.7,33.0,2.7,33,2.7,33,2.7
May-12,40,3.5,40,3.5,40,3.5,40,3.5,40,3.5,40,3.5,40,3.5,40,3.5,40,3.5,40.0,3.5,40,3.5,40,3.5,40,3.5,40.0,3.5,40,3.5,40,3.5
May-13,31,2.4,31,2.4,31,2.4,31,2.4,31,2.4,31,2.4,31,2.4,31,2.4,31,2.4,31.0,2.4,31,2.4,31,2.4,31,2.4,31.0,2.4,31,2.4,31,2.4
May-14,26,3.1,26,3.1,26,3.1,26,3.1,26,3.1,26,3.1,26,3.1,26,3.1,26,3.1,26.0,3.1,26,3.1,26,3.1,26,3.1,,,26,3.1,26,3.1
May-15,22,8.4,22,8.4,22,8.4,22,8.4,22,8.4,22,8.4,22,8.4,22,8.4,22,8.4,22.0,8.4,22,8.4,22,8.4,22,8.4,22.0,8.4,22,8.4,22,8.4
May-16,25,6.9,25,6.9,25,6.9,25,6.9,25,6.9,25,6.9,25,6.9,25,6.9,25,6.9,25.0,6.9,25,6.9,25,6.9,25,6.9,25.0,6.9,25,6.9,25,6.9
May-17,32,4.6,32,4.6,32,4.6,32,4.6,32,4.6,32,4.6,32,4.6,32,4.6,32,4.6,32.0,4.6,32,4.6,32,4.6,32,4.6,32.0,4.6,32,4.6,32,4.6
May-18,30,2.4,30,2.4,30,2.4,30,2.4,30,2.4,30,2.4,30,2.4,30,2.4,30,2.4,30.0,2.4,30,2.4,30,2.4,30,2.4,30.0,2.4,30,2.4,30,2.4
May-19,37,2.3,37,2.3,37,2.3,37,2.3,37,2.3,37,2.3,37,2.3,37,2.3,37,2.3,37.0,2.3,37,2.3,37,2.3,37,2.3,37.0,2.3,37,2.3,37,2.3
May-20,36,2.5,36,2.5,36,2.5,36,2.5,36,2.5,36,2.5,36,2.5,36,2.5,36,2.5,36.0,2.5,36,2.5,36,2.5,36,2.5,36.0,2.5,36,2.5,36,2.5
May-21,26,1.7,26,1.7,26,1.7,26,1.7,26,1.7,26,1.7,26,1.7,26,1.7,26,1.7,26.0,1.7,26,1.7,26,1.7,26,1.7,26.0,1.7,26,1.7,26,1.7
May-22,38,3.7,38,3.7,38,3.7,38,3.7,38,3.7,38,3.7,38,3.7,38,3.7,38,3.7,38.0,3.7,38,3.7,38,3.7,38,3.7,38.0,3.7,38,3.7,38,3.7
May-23,28,2.1,28,2.1,28,2.1,28,2.1,28,2.1,28,2.1,28,2.1,28,2.1,28,2.1,28.0,2.1,28,2.1,28,2.1,28,2.1,28.0,2.1,28,2.1,28,2.1
May-24,25,1.7,25,1.7,25,1.7,25,1.7,25,1.7,25,1.7,25,1.7,25,1.7,25,1.7,25.0,1.7,25,1.7,25,1.7,25,1.7,25.0,1.7,25,1.7,25,1.7
May-25,40,2.4,40,2.4,40,2.4,40,2.4,40,2.4,40,2.4,40,2.4,40,2.4,40,2.4,40.0,2.4,40,2.4,40,2.4,40,2.4,40.0,2.4,40,2.4,40,2.4
May-26,17,1.1,17,1.1,17,1.1,17,1.1,17,1.1,17,1.1,17,1.1,17,1.1,17,1.1,17.0,1.1,17,1.1,17,1.1,17,1.1,17.0,1.1,17,1.1,17,1.1
May-27,22,1.7,22,1.7,22,1.7,22,1.7,22,1.7,22,1.7,22,1.7,22,1.7,22,1.7,22.0,1.7,22,1.7,22,1.7,22,1.7,22.0,1.7,22,1.7,22,1.7
May-28,31,2.3,31,2.3,31,2.3,31,2.3,31,2.3,31,2.3,31,2.3,31,2.3,31,2.3,31.0,2.3,31,2.3,31,2.3,31,2.3,31.0,2.3,31,2.3,31,2.3
May-29,38,3.6,38,3.6,38,3.6,38,3.6,38,3.6,38,3.6,38,3.6,38,3.6,38,3.6,38.0,3.6,38,3.6,38,3.6,38,3.6,38.0,3.6,38,3.6,38,3.6
May-30,34,2.4,34,2.4,34,2.4,34,2.4,34,2.4,34,2.4,34,2.4,34,2.4,34,2.4,34.0,2.4,34,2.4,34,2.4,34,2.4,34.0,2.4,34,2.4,34,2.4
May-31,36,2.1,36,2.1,36,2.1,36,2.1,36,2.1,36,2.1,36,2.1,36,2.1,36,2.1,36.0,2.1,36,2.1,36,2.1,36,2.1,36.0,2.1,36,2.1,36,2.1
June-01,41,2.3,41,2.3,41,2.3,41,2.3,41,2.3,41,2.3,41,2.3,41,2.3,41,2.3,41.0,2.3,41,2.3,41,2.3,41,2.3,41.0,2.3,41,2.3,41,2.3
June-02,34,1.7,34,1.7,34,1.7,34,1.7,34,1.7,34,1.7,34,1.7,34,1.7,34,1.7,34.0,1.7,34,1.7,34,1.7,34,1.7,34.0,1.7,34,1.7,34,1.7
June-03,30,1.8,30,1.8,30,1.8,30,1.8,30,1.8,30,1.8,30,1.8,30,1.8,30,1.8,30.0,1.8,30,1.8,30,1.8,30,1.8,30.0,1.8,30,1.8,30,1.8
June-04,34,1.8,34,1.8,34,1.8,34,1.8,34,1.8,34,1.8,34,1.8,34,1.8,34,1.8,34.0,1.8,34,1.8,34,1.8,34,1.8,34.0,1.8,34,1.8,34,1.8
June-05,43,3.0,43,3.0,43,3.0,43,3.0,43,3.0,43,3.0,43,3.0,43,3.0,43,3.0,43.0,3.0,43,3.0,43,3.0,43,3.0,43.0,3.0,43,3.0,43,3.0
June-06,38,2.3,38,2.3,38,2.3,38,2.3,38,2.3,38,2.3,38,2.3,38,2.3,38,2.3,38.0,2.3,38,2.3,38,2.3,38,2.3,38.0,2.3,38,2.3,38,2.3
June-07,30,1.5,30,1.5,30,1.5,30,1.5,30,1.5,30,1.5,30,1.5,30,1.5,30,1.5,30.0,1.5,30,1.5,30,1.5,30,1.5,30.0,1.5,30,1.5,30,1.5
June-08,44,1.9,44,1.9,44,1.9,44,1.9,44,1.9,44,1.9,44,1.9,44,1.9,44,1.9,44.0,1.9,44,1.9,44,1.9,44,1.9,44.0,1.9,44,1.9,44,1.9
June-09,36,1.4,36,1.4,36,1.4,36,1.4,36,1.4,36,1.4,36,1.4,36,1.4,36,1.4,36.0,1.4,36,1.4,36,1.4,36,1.4,36.0,1.4,36,1.4,36,1.4
June-10,40,1.6,40,1.6,40,1.6,40,1.6,40,1.6,40,1.6,40,1.6,40,1.6,40,1.6,40.0,1.6,40,1.6,40,1.6,40,1.6,40.0,1.6,40,1.6,40,1.6
June-11,43,1.8,43,1.8,43,1.8,43,1.8,43,1.8,43,1.8,43,1.8,43,1.8,43,1.8,43.0,1.8,43,1.8,43,1.8,43,1.8,43.0,1.8,43,1.8,43,1.8
June-12,39,2.4,39,2.4,39,2.4,39,2.4,39,2.4,39,2.4,39,2.4,39,2.4,39,2.4,39.0,2.4,39,2.4,39,2.4,39,2.4,39.0,2.4,39,2.4,39,2.4
June-13,47,1.9,47,1.9,47,1.9,47,1.9,47,1.9,47,1.9,47,1.9,47,1.9,47,1.9,47.0,1.9,47,1.9,47,1.9,47,1.9,47.0,1.9,47,1.9,47,1.9
June-14,54,1.8,54,1.8,54,1.8,54,1.8,54,1.8,54,1.8,54,1.8,54,1.8,54,1.8,54.0,1.8,54,1.8,54,1.8,54,1.8,54.0,1.8,54,1.8,54,1.8
June-15,50,1.5,50,1.5,50,1.5,50,1.5,50,1.5,50,1.5,50,1.5,50,1.5,50,1.5,50.0,1.5,50,1.5,50,1.5,50,1.5,50.0,1.5,50,1.5,50,1.5
June-16,60,1.5,60,1.5,60,1.5,60,1.5,60,1.5,60,1.5,60,1.5,60,1.5,60,1.5,60.0,1.5,60,1.5,60,1.5,60,1.5,60.0,1.5,60,1.5,60,1.5
June-17,63,1.6,63,1.6,63,1.6,63,1.6,63,1.6,63,1.6,63,1.6,63,1.6,63,1.6,63.0,1.6,63,1.6,63,1.6,63,1.6,63.0,1.6,63,1.6,63,1.6
June-18,54,1.4,54,1.4,54,1.4,54,1.4,54,1.4,54,1.4,54,1.4,54,1.4,54,1.4,54.0,1.4,54,1.4,54,1.4,54,1.4,54.0,1.4,54,1.4,54,1.4
June-19,67,2.2,67,2.2,67,2.2,67,2.2,67,2.2,67,2.2,67,2.2,67,2.2,67,2.2,67.0,2.2,67,2.2,67,2.2,67,2.2,67.0,2.2,67,2.2,67,2.2
June-20,82,2.3,82,2.3,82,2.3,82,2.3,82,2.3,82,2.3,82,2.3,82,2.3,82,2.3,82.0,2.3,82,2.3,82,2.3,82,2.3,82.0,2.3,82,2.3,82,2.3
June-21,78,1.7,78,1.7,78,1.7,78,1.7,78,1.7,78,1.7,78,1.7,78,1.7,78,1.7,78.0,1.7,78,1.7,78,1.7,78,1.7,78.0,1.7,78,1.7,78,1.7
June-22,76,1.6,76,1.6,76,1.6,76,1.6,76,1.6,76,1.6,76,1.6,76,1.6,76,1.6,76.0,1.6,76,1.6,76,1.6,76,1.6,76.0,1.6,76,1.6,76,1.6
June-23,85,1.5,85,1.5,85,1.5,85,1.5,85,1.5,85,1.5,85,1.5,85,1.5,85,1.5,85.0,1.5,85,1.5,85,1.5,85,1.5,85.0,1.5,85,1.5,85,1.5
June-24,81,1.3,81,1.3,81,1.3,81,1.3,81,1.3,81,1.3,81,1.3,81,1.3,81,1.3,81.0,1.3,81,1.3,81,1.3,81,1.3,81.0,1.3,81,1.3,81,1.3
June-25,108,1.8,108,1.8,108,1.8,108,1.8,108,1.8,108,1.8,108,1.8,108,1.8,108,1.8,108.0,1.8,108,1.8,108,1.8,108,1.8,108.0,1.8,108,1.8,108,1.8
June-26,77,1.8,77,1.8,77,1.8,77,1.8,77,1.8,77,1.8,77,1.8,77,1.8,77,1.8,77.0,1.8,77,1.8,77,1.8,77,1.8,77.0,1.8,77,1.8,77,1.8
June-27,119,2.3,119,2.3,119,2.3,119,2.3,119,2.3,119,2.3,119,2.3,119,2.3,119,2.3,119.0,2.3,119,2.3,119,2.3,119,2.3,119.0,2.3,119,2.3,119,2.3
June-28,104,1.2,104,1.2,104,1.2,104,1.2,104,1.2,104,1.2,104,1.2,104,1.2,104,1.2,104.0,1.2,104,1.2,104,1.2,104,1.2,104.0,1.2,104,1.2,104,1.2
June-29,112,1.5,112,1.5,112,1.5,112,1.5,112,1.5,112,1.5,112,1.5,112,1.5,112,1.5,112.0,1.5,112,1.5,112,1.5,112,1.5,112.0,1.5,112,1.5,112,1.5
June-30,115,1.3,115,1.3,115,1.3,115,1.3,115,1.3,115,1.3,115,1.3,115,1.3,115,1.3,115.0,1.3,115,1.3,115,1.3,115,1.3,115.0,1.3,115,1.3,115,1.3
July-01,143,1.7,143,1.7,143,1.7,143,1.7,143,1.7,143,1.7,143,1.7,143,1.7,143,1.7,143.0,1.7,143,1.7,143,1.7,143,1.7,143.0,1.7,143,1.7,143,1.7
July-02,132,1.6,132,1.6,132,1.6,132,1.6,132,1.6,132,1.6,132,1.6,132,1.6,132,1.6,132.0,1.6,132,1.6,132,1.6,132,1.6,132.0,1.6,132,1.6,132,1.6
